162,83
164,32
383,36
140,45
158,48
23,18
397,94
59,35
202,26
158,22
100,13
71,85
105,29
15,8
66,57
48,28
499,02
23,59
74,14
135,36
69,53
316,27
87,71
118,29
76,81
103,02
50,95
44,95
210,48
50,76
39,08
52,75
235,09
64,52
52,73
258,12
192,15
231,35
105,41
51,84
31,86
35,73
324,75
12,86
74,86
54,93
205,37
16,87
227,59
24,06
15,84
32,21
119,44
134,87
107,98
49,29
196,31
68,46
122,2
121,19
140,39
53,83
140,01
20,52
133,49
319,86
17,15
11,76
418,62
89,05
544,42
150,94
70,16
75,97
86,55
79,93
80,32
44,94
188,77
266,43
54,26
312,34
11,98
54,76
76,54
305,2
22,89
151,63
493,37
220,58
17,24
131,84
42,16
117,01
380,94
165,92
47,87
112,92
97,26
17,86
